0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,Transported
0.9980334297585031,0.0,0.0,0.0,0.0,0.0,0.0,0.02559060076303854,0.0,0.02559060076303854,0.0,0.0,0.0,0.02559060076303854,0.02559060076303854,0.0,0.0,0.0,0.02559060076303854,0.0,0.0,0.0,0.0,0.0,0.0,0.02559060076303854,0.0,0
0.04265994272559921,0.1937472398787631,0.015997478522099706,0.04443744033916585,0.975846189848082,0.0782098949969319,0.001777497613566634,0.0,0.0,0.001777497613566634,0.0,0.0,0.0,0.001777497613566634,0.001777497613566634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001777497613566634,0.0,0.0,0.0,0.001777497613566634,1
0.007623227732958263,0.00565170331926216,0.47001142022515086,0.0,0.8825857625312885,0.006440313084740601,0.0,0.0001314349609130735,0.0,0.0001314349609130735,0.0,0.0,0.0,0.0001314349609130735,0.0,0.0001314349609130735,0.0,0.0001314349609130735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001314349609130735,0
0.009186423482365287,0.0,0.35715700993559585,0.10327767005931883,0.9267152658422436,0.0537266585483788,0.0,0.0002783764691625845,0.0,0.0002783764691625845,0.0,0.0,0.0,0.0002783764691625845,0.0002783764691625845,0.0,0.0,0.0002783764691625845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002783764691625845,0
0.02414830949144323,0.4573086109942061,0.10564885402506412,0.22789967082549548,0.852737178916589,0.0030185386864304037,0.0015092693432152019,0.0,0.0,0.0015092693432152019,0.0,0.0,0.0,0.0015092693432152019,0.0015092693432152019,0.0,0.0015092693432152019,0.0,0.0,0.0,0.0,0.0,0.0015092693432152019,0.0,0.0,0.0,0.0015092693432152019,1
0.077792443126933,0.0,0.8539488643251963,0.0,0.5144909306803978,0.0,0.001768010071066659,0.0,0.0,0.001768010071066659,0.0,0.0,0.001768010071066659,0.0,0.001768010071066659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001768010071066659,0.0,0.0,0.001768010071066659,0.0,1
0.01688532416623494,0.027276292883917978,0.9994813035321373,0.0019483066345655697,0.0,0.0,0.0006494355448551899,0.0,0.0,0.0006494355448551899,0.0,0.0,0.0,0.0006494355448551899,0.0006494355448551899,0.0,0.0012988710897103798,0.0,0.0,0.0,0.0,0.0,0.0006494355448551899,0.0,0.0,0.0,0.0006494355448551899,1
0.042938806032538294,0.0,0.9630560781583589,0.020855991501518602,0.2649937743722363,0.0,0.0012268230295010942,0.0,0.0,0.0012268230295010942,0.0,0.0,0.0,0.0012268230295010942,0.0012268230295010942,0.0,0.0036804690885032824,0.0,0.0,0.0,0.0,0.0,0.0012268230295010942,0.0,0.0,0.0,0.0012268230295010942,1
0.9826073688810351,0.0,0.0,0.0,0.0,0.0,0.0,0.07018624063435965,0.0,0.0,0.07018624063435965,0.07018624063435965,0.0,0.0,0.07018624063435965,0.0,0.07018624063435965,0.0,0.07018624063435965,0.0,0.0,0.0,0.0,0.0,0.0,0.07018624063435965,0.0,1
0.006146819741895538,0.005327243776309466,0.9964677781583988,0.08045504062169938,0.01502555936907798,0.016937903288778814,0.0,0.0001365959942643453,0.0,0.0001365959942643453,0.0,0.0001365959942643453,0.0,0.0,0.0001365959942643453,0.0,0.0001365959942643453,0.0,0.0001365959942643453,0.0,0.0,0.0,0.0,0.0,0.0,0.0001365959942643453,0.0,1
0.028281421154096962,0.0645169920077837,0.0,0.9925011236265903,0.0,0.09986876845040489,0.0,0.0,0.0008837944110655301,0.0008837944110655301,0.0,0.0,0.0,0.0008837944110655301,0.0008837944110655301,0.0,0.0008837944110655301,0.0,0.0,0.0,0.0,0.0,0.0008837944110655301,0.0,0.0,0.0008837944110655301,0.0,1
0.06630479401768785,0.9931905603899494,0.001381349875368497,0.0897877418989523,0.0,0.033152397008843926,0.001381349875368497,0.0,0.0,0.001381349875368497,0.0,0.0,0.0,0.001381349875368497,0.001381349875368497,0.0,0.001381349875368497,0.0,0.0,0.0,0.0,0.0,0.0,0.001381349875368497,0.0,0.0,0.001381349875368497,0
0.02873146191651489,0.008208989119004254,0.9994444252387681,0.012313483678506383,0.0020522472797510636,0.007182865479128723,0.0010261236398755318,0.0,0.0,0.0010261236398755318,0.0,0.0,0.0,0.0010261236398755318,0.0010261236398755318,0.0,0.0020522472797510636,0.0,0.0,0.0,0.0,0.0,0.0010261236398755318,0.0,0.0,0.0010261236398755318,0.0,1
0.03764883057489277,0.0,0.0015687012739538655,0.0,0.0,0.9992627115086123,0.0015687012739538655,0.0,0.0,0.0015687012739538655,0.0,0.0015687012739538655,0.0,0.0,0.0015687012739538655,0.0,0.006274805095815462,0.0,0.0,0.0,0.0,0.0,0.0015687012739538655,0.0,0.0,0.0015687012739538655,0.0,0
0.9924324556302695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022054054569561544,0.0,0.022054054569561544,0.0,0.0,0.022054054569561544,0.022054054569561544,0.0,0.11027027284780772,0.0,0.0,0.0,0.0,0.0,0.022054054569561544,0.0,0.0,0.022054054569561544,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.4082482904638631,0.0,0.0,0.4082482904638631,0.0,0.0,0.0,0.4082482904638631,0.4082482904638631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4082482904638631,0.0,0.4082482904638631,0.0,1
0.01762402487214637,0.5186498748088789,0.0,0.0012588589194390263,0.0,0.8547652062990989,0.0012588589194390263,0.0,0.0,0.0012588589194390263,0.0,0.0012588589194390263,0.0,0.0,0.0012588589194390263,0.0,0.007553153516634158,0.0,0.0,0.0,0.0,0.0,0.0012588589194390263,0.0,0.0,0.0012588589194390263,0.0,0
0.3779644730092272,0.0,0.0,0.0,0.0,0.0,0.3779644730092272,0.0,0.0,0.0,0.3779644730092272,0.0,0.0,0.3779644730092272,0.3779644730092272,0.0,0.0,0.0,0.0,0.0,0.0,0.3779644730092272,0.0,0.0,0.0,0.0,0.3779644730092272,0
0.9987528575484301,0.0,0.0,0.0,0.0,0.0,0.020382711378539392,0.0,0.0,0.0,0.020382711378539392,0.020382711378539392,0.0,0.0,0.020382711378539392,0.0,0.0,0.0,0.0,0.0,0.0,0.020382711378539392,0.0,0.0,0.0,0.0,0.020382711378539392,0
0.9712858623572641,0.0,0.0,0.0,0.0,0.0,0.09712858623572641,0.0,0.0,0.09712858623572641,0.0,0.0,0.0,0.09712858623572641,0.09712858623572641,0.0,0.0,0.0,0.0,0.0,0.0,0.09712858623572641,0.0,0.0,0.0,0.0,0.09712858623572641,1
0.9438798074485389,0.0,0.0,0.0,0.0,0.0,0.13483997249264842,0.0,0.0,0.13483997249264842,0.0,0.0,0.0,0.13483997249264842,0.13483997249264842,0.0,0.0,0.0,0.0,0.0,0.0,0.13483997249264842,0.0,0.0,0.0,0.0,0.13483997249264842,0
0.01466018628401367,0.0,0.21990279426020506,0.0,0.9753910607630428,0.0,0.000977345752267578,0.0,0.0,0.000977345752267578,0.0,0.0,0.0,0.000977345752267578,0.000977345752267578,0.0,0.005864074513605468,0.0,0.0,0.0,0.0,0.0,0.000977345752267578,0.0,0.0,0.0,0.000977345752267578,0
0.005440285304746953,0.0035201846089539103,0.9717309604625953,0.0,0.23009206671253288,0.05248275235167648,0.0,0.00016000839131608685,0.0,0.00016000839131608685,0.0,0.00016000839131608685,0.0,0.0,0.00016000839131608685,0.0,0.0,0.0,0.0,0.00016000839131608685,0.0,0.0,0.0,0.0,0.0,0.00016000839131608685,0.0,0
0.03788371283831551,0.99114364983965,0.0,0.11981825455839323,0.04228879572649173,0.0,0.0,0.0,0.0008810165776352444,0.0008810165776352444,0.0,0.0,0.0,0.0008810165776352444,0.0008810165776352444,0.0,0.007048132621081955,0.0,0.0,0.0,0.0,0.0,0.0008810165776352444,0.0,0.0,0.0008810165776352444,0.0,0
0.030152673718246592,0.0,0.800930395640925,0.07632395534931169,0.411772450464805,0.4268487873239283,0.000942271053695206,0.0,0.0,0.000942271053695206,0.0,0.0,0.0,0.000942271053695206,0.000942271053695206,0.0,0.003769084214780824,0.0,0.0,0.0,0.0,0.0,0.0,0.000942271053695206,0.0,0.0,0.000942271053695206,0
